word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
jefferson;4703;5.52;1.0150;NA;NA;4236;NA
jets;4704;5.52;1.3589;3252;NA;2201;NA
jose;4705;5.52;1.4320;4146;NA;2512;NA
josh;4706;5.52;1.3738;3111;NA;NA;NA
journalism;4707;5.52;1.6193;NA;NA;4092;NA
monica;4708;5.52;1.4320;NA;NA;3842;NA
montgomery;4709;5.52;1.2329;NA;NA;4898;NA
nbc;4710;5.52;1.1471;3355;NA;2721;NA
north;4711;5.52;1.2162;1097;417;333;1505
outer;4712;5.52;1.2493;NA;2832;NA;4257
papi;4713;5.52;1.3886;NA;NA;NA;4339
parker;4714;5.52;1.0349;NA;NA;3235;NA
patrick;4715;5.52;1.2162;2984;NA;1516;NA
peas;4716;5.52;1.8321;3132;NA;NA;NA
plains;4717;5.52;1.4320;NA;4899;1986;NA
pm;4718;5.52;1.3438;765;3803;96;NA
positions;4719;5.52;1.2816;NA;1976;2361;NA
posting;4720;5.52;1.0925;2343;NA;NA;NA
ray;4721;5.52;1.4602;2160;2778;2210;2610
reaction;4722;5.52;0.9947;4433;1229;2396;3281
reference;4723;5.52;1.1110;4015;898;2791;NA
reflected;4724;5.52;1.0736;NA;2632;2470;NA
remain;4725;5.52;1.1471;3919;1002;900;1397
reserves;4726;5.52;1.2816;NA;NA;3846;NA
rockefeller;4727;5.52;1.3285;NA;NA;3719;NA
room;4728;5.52;1.1471;433;430;484;421
russian;4729;5.52;1.7052;3314;1532;1295;NA
ryan;4730;5.52;0.9947;2187;NA;2402;NA
sara;4731;5.52;1.7640;NA;NA;3331;NA
she's;4732;5.52;1.1993;NA;3664;NA;NA
subjective;4733;5.52;1.3589;NA;4634;NA;NA
suggest;4734;5.52;1.2329;3438;1567;2343;NA
summit;4735;5.52;1.6193;3812;NA;2530;NA
synagogue;4736;5.52;1.5151;NA;NA;3147;NA
taylor;4737;5.52;1.2329;777;3592;1721;NA
throughout;4738;5.52;1.2656;4908;824;1398;3442
tony;4739;5.52;1.1822;2657;NA;1773;3271
traded;4740;5.52;1.4177;NA;NA;2960;NA
trailer;4741;5.52;1.3285;1860;NA;NA;NA
twitters;4742;5.52;1.8432;3488;NA;NA;NA
u;4743;5.52;1.7290;37;1563;4068;286
url;4744;5.52;0.9739;4679;NA;NA;NA
usage;4745;5.52;1.5016;NA;4468;NA;NA
vet;4746;5.52;1.1993;4451;NA;NA;NA
vikings;4747;5.52;1.5939;4878;NA;NA;NA
whispers;4748;5.52;1.7524;NA;NA;NA;2621
beso;4749;5.52;1.4524;NA;NA;NA;3923
respiratory;4750;5.52;1.5673;NA;4496;NA;NA
fills;4751;5.51;1.1955;NA;NA;NA;2440
behaviors;4752;5.51;1.1569;NA;4949;NA;NA
breed;4753;5.51;1.5428;NA;NA;NA;3275
layin;4754;5.51;1.0825;NA;NA;NA;4573
maze;4755;5.51;1.5959;NA;NA;NA;4006
measurement;4756;5.51;1.2930;NA;2548;NA;NA
occurrence;4757;5.51;1.3404;NA;3693;NA;NA
priests;4758;5.51;2.0117;NA;3526;NA;NA
receptor;4759;5.51;1.4307;NA;4681;NA;NA
slope;4760;5.51;1.2603;NA;4144;NA;NA
tener;4761;5.51;1.0231;NA;NA;NA;4817
thong;4762;5.51;1.7335;NA;NA;NA;4740
account;4763;5.50;0.9530;948;450;955;NA
adds;4764;5.50;0.9530;4261;4300;4690;NA
anglo;4765;5.50;1.3838;NA;4412;NA;NA
application;4766;5.50;1.3286;3090;881;4231;NA
arm;4767;5.50;1.0152;1592;1704;3369;1479
atoms;4768;5.50;1.2164;NA;4149;NA;NA
austin;4769;5.50;1.0738;2240;NA;2705;NA
behavior;4770;5.50;1.2657;NA;770;2471;NA
beyond;4771;5.50;1.4321;1929;625;1256;862
bloggers;4772;5.50;1.2976;4921;NA;NA;NA
bow;4773;5.50;1.4321;3996;4413;NA;1362
brief;4774;5.50;1.2817;4796;1777;983;NA
buffalo;4775;5.50;1.5940;4127;NA;2742;NA
capacity;4776;5.50;1.4178;NA;1170;2691;NA
chairwoman;4777;5.50;1.1824;NA;NA;4809;NA
channel;4778;5.50;0.8391;1281;2462;2300;3977
charlotte;4779;5.50;0.9742;4195;NA;2732;NA
christine;4780;5.50;1.2976;NA;NA;3153;NA
clay;4781;5.50;1.3286;NA;3014;NA;4009
consumer;4782;5.50;1.0546;4829;3183;1347;NA
count;4783;5.50;1.0546;1577;1951;2217;895
crews;4784;5.50;1.4178;NA;NA;NA;4308
david;4785;5.50;1.1473;1007;1316;178;2468
democrats;4786;5.50;1.9923;4933;NA;948;NA
doing;4787;5.50;1.1995;233;736;618;544
editions;4788;5.50;1.2976;NA;NA;2276;NA
effects;4789;5.50;1.4743;4028;528;2130;NA
equivalent;4790;5.50;1.2976;NA;2166;4316;NA
eyed;4791;5.50;1.3887;3058;NA;NA;3043
faculty;4792;5.50;1.4321;NA;2941;2267;NA
feels;4793;5.50;1.7409;647;3465;3006;466
fellow;4794;5.50;1.4604;2749;1734;1476;4565
figure;4795;5.50;1.1473;1016;261;1146;1186
finals;4796;5.50;1.9821;3226;NA;4991;NA
fm;4797;5.50;1.6067;3632;NA;NA;NA
footsteps;4798;5.50;1.3887;NA;NA;NA;3515
frequently;4799;5.50;1.6067;NA;950;2494;NA
generation;4800;5.50;1.1995;3268;1585;2076;2270
genetic;4801;5.50;1.2495;NA;3409;NA;NA
glasses;4802;5.50;1.2976;2331;NA;NA;3928
halfway;4803;5.50;1.0351;NA;NA;NA;3993
handled;4804;5.50;0.9313;NA;NA;3815;NA
in;4805;5.50;1.0152;6;5;6;9
insure;4806;5.50;1.4321;NA;NA;4003;NA
investors;4807;5.50;1.2495;NA;NA;1011;NA
item;4808;5.50;0.9313;1889;2740;NA;NA
jack;4809;5.50;0.9742;1359;2869;965;1156
jane;4810;5.50;0.9742;4604;4297;1277;2479
jones;4811;5.50;1.0152;2227;2745;1119;1781
leven;4812;5.50;1.2817;NA;NA;NA;2821
manifest;4813;5.50;1.3590;NA;4407;NA;NA
map;4814;5.50;1.4321;3126;2243;2632;2996
maria;4815;5.50;1.2330;NA;4065;2686;3086
melissa;4816;5.50;1.0926;NA;NA;4388;NA
minute;4817;5.50;0.9313;1103;1950;2954;735
normally;4818;5.50;0.9742;3692;2667;4552;NA
pastor;4819;5.50;1.8434;4674;NA;NA;NA
patricia;4820;5.50;0.9949;NA;NA;1681;NA
pole;4821;5.50;1.1995;NA;4245;NA;4005
preface;4822;5.50;1.3439;NA;4409;NA;NA
prep;4823;5.50;1.3590;4449;NA;NA;NA
quiet;4824;5.50;1.8098;957;2232;2802;1201
ran;4825;5.50;1.4604;1501;1801;1686;973
rated;4826;5.50;1.4321;2688;NA;1709;NA
repertory;4827;5.50;1.7525;NA;NA;4296;NA
retailers;4828;5.50;1.2495;NA;NA;2574;NA
retain;4829;5.50;0.9530;NA;4143;4712;NA
rub;4830;5.50;1.5152;NA;NA;NA;2369
russia;4831;5.50;1.3740;4709;1816;1572;NA
settings;4832;5.50;1.2548;NA;4831;NA;NA
skin;4833;5.50;1.5551;1615;1304;4194;581
sms;4834;5.50;1.6067;4128;NA;NA;NA
specifically;4835;5.50;1.1112;NA;2705;4954;NA
steven;4836;5.50;1.0926;NA;NA;1018;NA
stevie;4837;5.50;1.1824;NA;NA;NA;NA
texting;4838;5.50;1.4604;3108;NA;NA;NA
tie;4839;5.50;1.1824;3066;4806;2527;1656
transmission;4840;5.50;1.3286;NA;3167;NA;NA
unit;4841;5.50;0.9742;2378;1027;880;NA
variation;4842;5.50;1.1824;NA;2444;NA;NA
vol;4843;5.50;1.5152;NA;741;NA;NA
wanna;4844;5.50;1.5419;257;NA;NA;77
we're;4845;5.50;1.0152;NA;NA;NA;NA
wearing;4846;5.50;1.1824;989;3956;2696;1732
westside;4847;5.50;1.3132;NA;NA;NA;4260
wild;4848;5.50;1.8098;1464;1673;2603;492
womb;4849;5.50;1.3887;NA;NA;NA;4362
works;4850;5.50;1.4463;750;556;600;2201
yankee;4851;5.50;1.7642;NA;NA;3806;4007
responsibilities;4852;5.49;1.7224;NA;4112;NA;NA
awaits;4853;5.49;1.4012;NA;NA;NA;4829
interface;4854;5.49;1.0433;NA;4053;NA;NA
mics;4855;5.49;1.3090;NA;NA;NA;4709
modified;4856;5.49;1.0825;NA;3061;NA;NA
remark;4857;5.49;1.3712;NA;4201;NA;NA
supervision;4858;5.49;1.6346;NA;4553;NA;NA
weave;4859;5.49;1.3863;NA;NA;NA;4804
flame;4860;5.49;1.7304;NA;4702;NA;1015
interpreted;4861;5.49;1.3493;NA;3637;NA;NA
11am;4862;5.48;1.1110;NA;NA;NA;NA
acts;4863;5.48;1.1471;4673;1201;3247;4338
actual;4864;5.48;1.0544;2457;1009;3934;NA
adviser;4865;5.48;1.8210;NA;NA;2278;NA
advisers;4866;5.48;1.3738;NA;NA;3900;NA
ahhh;4867;5.48;2.0428;1746;NA;NA;2887
alabama;4868;5.48;1.1648;4400;NA;4601;NA
along;4869;5.48;0.8142;1054;396;601;424
announced;4870;5.48;1.5151;2707;3143;558;NA
approached;4871;5.48;1.2816;NA;3754;NA;NA
attempted;4872;5.48;1.5680;NA;2528;4716;NA
ballin;4873;5.48;1.6318;NA;NA;NA;4438
beta;4874;5.48;1.1471;2717;NA;NA;NA
bling;4875;5.48;2.1019;NA;NA;NA;3344
canon;4876;5.48;1.3438;4528;NA;NA;NA
cheap;4877;5.48;1.9508;1316;NA;NA;1768
church;4878;5.48;1.8543;504;296;253;1590
cincinnati;4879;5.48;1.4741;NA;NA;2890;NA
column;4880;5.48;0.9089;3072;2064;447;NA
compound;4881;5.48;1.2974;NA;3433;NA;NA
concept;4882;5.48;1.4032;3002;1125;3827;NA
consultant;4883;5.48;1.1822;NA;NA;1623;NA
convention;4884;5.48;1.2329;NA;1874;2155;NA
coupe;4885;5.48;1.5418;NA;NA;NA;4139
cumulative;4886;5.48;1.0736;NA;NA;3206;NA
demo;4887;5.48;1.3130;2893;NA;NA;4600
donald;4888;5.48;1.2493;NA;NA;1351;NA
elements;4889;5.48;1.5285;NA;817;3802;NA
encountered;4890;5.48;1.3285;NA;3925;NA;NA
everytime;4891;5.48;1.4741;2075;NA;NA;900
exception;4892;5.48;1.1471;NA;2358;NA;NA
export;4893;5.48;1.3738;NA;3232;4613;NA
extensive;4894;5.48;1.2656;NA;1972;4111;NA
external;4895;5.48;1.2162;NA;1259;NA;NA
fb;4896;5.48;1.2162;1407;NA;NA;NA
felt;4897;5.48;1.3738;1083;498;1176;518
guild;4898;5.48;0.9528;NA;NA;4732;NA
habit;4899;5.48;1.6066;3104;3054;NA;3208
he'll;4900;5.48;1.1648;NA;NA;NA;NA
here;4901;5.48;1.0925;97;138;188;72
highway;4902;5.48;1.2656;2966;4801;2886;1248
holmes;4903;5.48;1.2329;4632;NA;NA;NA
ikea;4904;5.48;1.6567;NA;NA;NA;NA
indicate;4905;5.48;0.9528;NA;1639;4778;NA
janet;4906;5.48;0.9528;NA;NA;2367;4652
joan;4907;5.48;1.2329;NA;NA;1499;NA
jump;4908;5.48;1.7407;1742;NA;3693;714
kate;4909;5.48;1.4741;3173;NA;2941;NA
katherine;4910;5.48;1.5418;NA;NA;3146;NA
katie;4911;5.48;1.6066;4136;NA;NA;NA
katy;4912;5.48;1.1993;NA;NA;NA;NA
korean;4913;5.48;1.4741;4238;NA;2789;NA
laurie;4914;5.48;1.1993;NA;NA;4184;NA
led;4915;5.48;1.1292;3197;732;621;2109
lei;4916;5.48;1.5810;NA;NA;NA;3881
longest;4917;5.48;1.4462;4421;NA;NA;4946
luna;4918;5.48;1.7407;NA;NA;NA;2405
madison;4919;5.48;1.1993;NA;NA;979;NA
mark;4920;5.48;1.2974;1278;1376;506;1535
may;4921;5.48;1.6318;278;53;60;334
methods;4922;5.48;0.9947;NA;672;4618;NA
mixed;4923;5.48;0.8389;2761;2058;3160;2784
motor;4924;5.48;1.1822;4919;2039;3309;3676
naval;4925;5.48;1.2493;NA;3295;4436;NA
nicole;4926;5.48;1.5680;4994;NA;4711;NA
nose;4927;5.48;1.2329;1880;3326;NA;1438
oklahoma;4928;5.48;1.4320;4748;NA;3434;NA
ole;4929;5.48;1.3285;4514;NA;NA;2675
operates;4930;5.48;1.2329;NA;NA;4344;NA
palm;4931;5.48;1.3285;2968;NA;1752;2749
particles;4932;5.48;1.1648;NA;2693;NA;NA
pepper;4933;5.48;1.4879;3858;NA;4709;NA
physics;4934;5.48;1.7984;NA;3946;NA;NA
picking;4935;5.48;0.9528;2426;NA;NA;3463
portion;4936;5.48;1.5151;NA;1362;3690;NA
post;4937;5.48;1.0925;387;889;1003;3376
powell;4938;5.48;1.1648;NA;NA;3387;NA
predicted;4939;5.48;1.2329;NA;NA;3173;NA
quoted;4940;5.48;0.9947;NA;2306;2932;NA
remote;4941;5.48;1.7290;3769;3215;NA;NA
requested;4942;5.48;0.8389;NA;4833;4331;NA
roller;4943;5.48;1.2656;NA;NA;NA;3715
route;4944;5.48;1.2162;3555;2544;1846;3990
run;4945;5.48;1.4320;445;749;434;178
sally;4946;5.48;0.9089;NA;NA;3661;3842
sell;4947;5.48;1.1292;1280;2526;906;981
server;4948;5.48;1.3130;2420;4238;NA;NA
sessions;4949;5.48;0.9311;NA;4933;4823;NA
shape;4950;5.48;0.8628;3061;1446;3047;1948
spread;4951;5.48;1.1292;1937;1562;2521;1228
square;4952;5.48;0.9947;1456;1358;937;2420
stephanie;4953;5.48;1.3589;NA;NA;3649;NA
surfaces;4954;5.48;1.2162;NA;3505;NA;NA
surname;4955;5.48;0.9947;NA;NA;1491;NA
tampa;4956;5.48;0.9739;4599;NA;3886;NA
township;4957;5.48;1.5939;NA;NA;3989;NA
trek;4958;5.48;1.4741;2088;NA;NA;NA
tried;4959;5.48;1.6443;774;1000;1074;413
truck;4960;5.48;1.5550;1304;NA;3082;1426
tweet;4961;5.48;1.5939;325;NA;NA;NA
user;4962;5.48;1.0150;2494;2539;NA;NA
users;4963;5.48;1.1471;2342;3400;3569;NA
utility;4964;5.48;1.2162;NA;3605;3727;NA
vamos;4965;5.48;1.2329;4310;NA;NA;2458
wells;4966;5.48;0.8862;NA;4735;3799;NA
ceiling;4967;5.47;1.1012;NA;NA;NA;2399
dwell;4968;5.47;1.6596;NA;NA;NA;3752
elaborate;4969;5.47;1.6596;NA;4292;NA;NA
grip;4970;5.47;1.7091;NA;NA;NA;1767
halls;4971;5.47;1.0821;NA;NA;NA;3770
loaded;4972;5.47;1.8383;NA;NA;NA;2288
metabolism;4973;5.47;1.5014;NA;4860;NA;NA
spinning;4974;5.47;1.4157;NA;NA;NA;1400
#nowplaying;4975;5.46;1.5147;NA;NA;NA;NA
alex;4976;5.46;0.8855;2228;NA;2136;NA
appeared;4977;5.46;0.9941;NA;872;1030;NA
arlington;4978;5.46;1.6563;NA;NA;3777;NA
blogger;4979;5.46;1.1287;4016;NA;NA;NA
bricks;4980;5.46;1.0919;NA;NA;NA;2680
cam;4981;5.46;1.1817;3272;NA;NA;NA
caption;4982;5.46;0.8381;NA;NA;910;NA
carries;4983;5.46;1.2324;NA;4609;3860;4112
carroll;4984;5.46;1.0343;NA;NA;4723;NA
cavalry;4985;5.46;1.7286;NA;4855;NA;NA
challenged;4986;5.46;1.4737;NA;NA;3413;NA
chi;4987;5.46;1.4028;NA;NA;NA;2262
chronicle;4988;5.46;1.5281;NA;NA;2555;NA
coalition;4989;5.46;1.4172;NA;NA;1918;NA
colonies;4990;5.46;1.3433;NA;2967;NA;NA
competitive;4991;5.46;1.9082;NA;3651;2622;NA
conducted;4992;5.46;1.1988;NA;2236;1882;NA
consisted;4993;5.46;1.3280;NA;3912;NA;NA
contract;4994;5.46;1.1104;3513;1493;673;NA
developers;4995;5.46;1.7168;NA;NA;4660;NA
diameter;4996;5.46;1.1671;NA;2596;NA;NA
directed;4997;5.46;1.0730;NA;1670;806;NA
distributed;4998;5.46;1.1104;NA;2741;4060;NA
domestic;4999;5.46;1.6563;NA;1459;1693;NA
dozen;5000;5.46;1.1104;NA;3723;2379;3817
enough;5001;5.46;1.4028;390;387;461;250
equation;5002;5.46;1.5012;NA;1500;NA;NA
expectations;5003;5.46;1.5414;NA;3396;3499;NA
explain;5004;5.46;1.3433;2167;1414;2809;1009
followed;5005;5.46;1.2157;1829;646;1297;2661
fox;5006;5.46;1.7168;1426;4571;1875;3904
further;5007;5.46;1.1104;3193;325;872;1882
gears;5008;5.46;0.8855;4333;NA;NA;NA
guts;5009;5.46;1.9295;NA;NA;NA;2778
helen;5010;5.46;1.0144;NA;NA;1678;NA
index;5011;5.46;1.2324;NA;1518;1169;NA
instructions;5012;5.46;1.4458;NA;2636;NA;NA
jeffrey;5013;5.46;1.0539;NA;NA;1517;NA
jerry;5014;5.46;1.9919;4725;NA;1993;NA
lafayette;5015;5.46;1.5806;NA;NA;4340;NA
laid;5016;5.46;1.2324;3731;1379;4317;1235
let's;5017;5.46;1.0144;NA;3616;NA;NA
linked;5018;5.46;1.4028;NA;3048;3933;NA
list;5019;5.46;0.8621;586;935;892;2102
local;5020;5.46;1.3584;857;397;566;3057
loop;5021;5.46;1.3126;NA;4397;NA;3629
manufacturers;5022;5.46;1.1466;NA;4791;2822;NA
math;5023;5.46;1.9505;1960;NA;NA;NA
matthew;5024;5.46;1.0343;NA;NA;1473;NA
meeting;5025;5.46;1.3433;678;816;644;3944
megan;5026;5.46;1.2651;4789;NA;NA;NA
mornin;5027;5.46;1.6807;2896;NA;NA;4172
needed;5028;5.46;1.4875;962;794;956;956
object;5029;5.46;1.0343;NA;634;4566;NA
organ;5030;5.46;1.6563;NA;3390;NA;NA
particularly;5031;5.46;1.2651;NA;621;1270;NA
philly;5032;5.46;1.5546;3240;NA;NA;4312
process;5033;5.46;1.1104;2186;259;835;NA
projects;5034;5.46;1.5935;2601;2105;1655;3296
pulls;5035;5.46;1.1466;NA;NA;NA;3012
quote;5036;5.46;0.9082;1628;NA;NA;NA
rebecca;5037;5.46;1.3433;NA;NA;2964;NA
reform;5038;5.46;1.3433;2935;1661;1537;NA
religious;5039;5.46;2.0123;NA;611;1616;NA
richmond;5040;5.46;1.0919;NA;NA;3291;NA
sandra;5041;5.46;0.9304;NA;NA;3471;NA
segment;5042;5.46;1.4875;NA;4252;NA;NA
sent;5043;5.46;0.9082;916;589;816;1113
series;5044;5.46;0.9304;1011;627;487;NA
serve;5045;5.46;1.3126;3189;1262;1377;1967
sharon;5046;5.46;0.9733;NA;NA;2340;NA
shipping;5047;5.46;1.3126;1747;NA;NA;NA
shoulder;5048;5.46;1.2157;3518;3036;3761;1283
stacks;5049;5.46;1.3280;NA;NA;NA;4161
statements;5050;5.46;0.9733;NA;2158;2775;NA
surrounding;5051;5.46;1.2324;NA;3056;4142;NA
therapy;5052;5.46;1.5281;3465;1602;4315;NA
thy;5053;5.46;1.1643;NA;1568;NA;1712
twitter;5054;5.46;1.9082;107;NA;NA;NA
uno;5055;5.46;0.9521;4480;NA;NA;2966
vincent;5056;5.46;0.9304;NA;NA;2643;NA
watched;5057;5.46;1.2651;616;2995;3415;1375
wide;5058;5.46;1.3280;2207;901;1811;786
william;5059;5.46;1.0539;3778;643;330;NA
dome;5060;5.46;1.3202;NA;NA;NA;3195
filter;5061;5.46;1.2709;NA;4189;NA;NA
notions;5062;5.46;1.1291;NA;4800;NA;NA
unfold;5063;5.46;1.3202;NA;NA;NA;4001
administered;5064;5.45;1.5554;NA;4155;NA;NA
furthermore;5065;5.45;1.4652;NA;2490;NA;NA
situations;5066;5.45;1.1376;NA;2139;NA;5000
sociology;5067;5.45;1.4586;NA;4487;NA;NA
subsequent;5068;5.45;1.2258;NA;1845;NA;NA
sway;5069;5.45;1.2087;NA;NA;NA;3333
wrists;5070;5.45;1.3395;NA;NA;NA;4823
drawers;5071;5.45;1.3156;NA;NA;NA;4714
undoubtedly;5072;5.45;1.4567;NA;3514;NA;NA
2nite;5073;5.44;1.7861;NA;NA;NA;NA
amp;5074;5.44;1.2480;2801;NA;NA;NA
anita;5075;5.44;1.2961;NA;NA;3469;NA
area;5076;5.44;0.8843;1117;373;603;4013
arthur;5077;5.44;1.0910;NA;3108;1279;NA
assigned;5078;5.44;1.2316;NA;2607;3447;NA
aug;5079;5.44;1.3726;NA;NA;583;NA
axis;5080;5.44;1.4020;NA;2698;NA;NA
battery;5081;5.44;1.1980;2244;NA;NA;NA
beside;5082;5.44;0.9930;4985;2755;NA;997
bob;5083;5.44;1.1634;1991;NA;1070;2851
brown;5084;5.44;1.2803;961;1208;744;1021
calculation;5085;5.44;1.1980;NA;4416;NA;NA
carolina;5086;5.44;1.5140;3719;3135;1767;4504
carried;5087;5.44;1.1095;NA;680;1580;2462
centres;5088;5.44;1.2316;NA;4887;NA;NA
chair;5089;5.44;1.2480;1575;2259;2297;1843
charter;5090;5.44;0.9293;NA;3888;3991;NA
columbia;5091;5.44;1.4730;NA;3459;777;NA
company;5092;5.44;1.5800;816;368;56;1704
consist;5093;5.44;1.2803;NA;3999;NA;NA
cope;5094;5.44;1.6056;NA;NA;NA;4471
counter;5095;5.44;1.1808;NA;3133;NA;NA
curtains;5096;5.44;1.3726;NA;NA;NA;4078
deck;5097;5.44;1.3874;3202;4720;4698;2989
den;5098;5.44;1.3426;1170;3980;NA;872
doors;5099;5.44;1.0721;3012;3340;3555;1409
earl;5100;5.44;1.0910;NA;3186;NA;NA
editors;5101;5.44;1.1808;NA;NA;4781;NA
evelyn;5102;5.44;1.0333;NA;NA;3784;NA
fisher;5103;5.44;1.2643;NA;NA;2712;NA
flow;5104;5.44;1.5928;2977;921;3419;638
georgia;5105;5.44;1.2803;4004;4477;2549;3143
i'd;5106;5.44;0.8122;NA;NA;NA;NA
imports;5107;5.44;1.4868;NA;4220;4281;NA
jay;5108;5.44;1.1278;1969;NA;1762;2762
joel;5109;5.44;1.0134;NA;NA;2387;NA
jordan;5110;5.44;1.7515;2871;NA;1921;NA
kong;5111;5.44;1.1808;4664;NA;3129;4240
lab;5112;5.44;1.5407;2536;NA;NA;NA
lateral;5113;5.44;1.2643;NA;3170;NA;NA
mass;5114;5.44;1.1095;2236;719;345;2873
meant;5115;5.44;0.9930;1270;1305;2156;658
metal;5116;5.44;1.2803;1441;1743;3429;1610
mister;5117;5.44;1.4309;NA;NA;NA;1651
montana;5118;5.44;1.2803;4208;NA;NA;NA
moore;5119;5.44;1.5928;NA;NA;2312;NA
noche;5120;5.44;1.1808;NA;NA;NA;1574
nov;5121;5.44;1.2480;2450;4680;578;NA
operating;5122;5.44;1.4165;NA;2013;1092;NA
overall;5123;5.44;1.2149;3964;2212;2174;NA
passes;5124;5.44;1.4868;3348;3204;3771;2894
passing;5125;5.44;1.7398;3176;1729;540;1355
paul;5126;5.44;1.2149;1469;1224;422;1783
phrase;5127;5.44;0.8369;4216;2914;4851;NA
possess;5128;5.44;1.5928;NA;2963;NA;4773
quantitative;5129;5.44;1.4020;NA;4593;NA;NA
recently;5130;5.44;1.1095;2098;1497;544;NA
refers;5131;5.44;1.1634;NA;2804;NA;NA
represent;5132;5.44;1.0529;NA;1540;1745;2118
saw;5133;5.44;0.8122;336;447;1142;381
search;5134;5.44;1.1808;756;1509;1648;1301
sept;5135;5.44;1.0333;4706;4921;438;NA
seventy;5136;5.44;1.5670;NA;4158;NA;NA
signal;5137;5.44;0.9723;NA;1898;3926;4896
solomon;5138;5.44;1.2961;NA;NA;4002;NA
stations;5139;5.44;0.9071;NA;3746;2334;NA
storage;5140;5.44;1.0721;4607;2836;4814;NA
street;5141;5.44;0.8369;432;740;85;400
subject;5142;5.44;1.0333;4014;347;1283;NA
submit;5143;5.44;1.5005;4845;4714;4839;NA
surround;5144;5.44;1.4020;NA;NA;NA;3064
ten;5145;5.44;1.1980;1661;664;3037;784
tenants;5146;5.44;1.1634;NA;NA;3993;NA
thurs;5147;5.44;1.3577;4319;NA;NA;NA
tone;5148;5.44;0.8609;4987;2116;3221;2736
tongue;5149;5.44;1.0910;3598;2834;NA;1170
trunk;5150;5.44;0.9723;NA;NA;NA;2120
tweeted;5151;5.44;1.6922;2356;NA;NA;NA
versions;5152;5.44;1.0333;NA;NA;NA;NA
wagner;5153;5.44;0.9723;NA;NA;4409;NA
wax;5154;5.44;1.1980;NA;NA;NA;3936
wilson;5155;5.44;0.7866;4691;2766;1631;NA
worked;5156;5.44;1.5800;1336;1190;691;2190
yen;5157;5.44;1.4309;NA;NA;2531;NA
zion;5158;5.44;1.5274;NA;NA;3556;NA
measurements;5159;5.44;1.5966;NA;3115;NA;NA
reactions;5160;5.44;0.9655;NA;2338;NA;NA
adjacent;5161;5.43;1.1365;NA;4024;NA;NA
bailar;5162;5.43;1.0408;NA;NA;NA;3576
kara;5163;5.43;1.3385;NA;NA;NA;4025
modes;5164;5.43;1.2076;NA;3767;NA;NA
proposition;5165;5.43;1.4577;NA;3674;NA;NA
remainder;5166;5.43;1.2416;NA;4301;NA;NA
steam;5167;5.43;1.4434;NA;2779;NA;3548
10am;5168;5.42;1.1622;NA;NA;NA;NA
again;5169;5.42;1.2631;162;187;467;105
also;5170;5.42;1.0319;285;70;54;1954
ashley;5171;5.42;1.2469;3018;NA;NA;NA
aye;5172;5.42;1.6424;3280;NA;NA;2885
background;5173;5.42;1.2137;1704;1853;3065;2632
bailey;5174;5.42;1.1622;NA;NA;4931;NA
barrel;5175;5.42;1.2950;NA;NA;NA;3632
bedford;5176;5.42;1.2304;NA;NA;4044;NA
booth;5177;5.42;1.1082;4565;NA;NA;4621
bowl;5178;5.42;1.2631;622;NA;2008;3446
businessman;5179;5.42;1.3864;NA;NA;4632;NA
calls;5180;5.42;1.0319;1218;1907;1051;1267
came;5181;5.42;1.4155;483;207;423;259
carolyn;5182;5.42;1.4721;NA;NA;3858;NA
category;5183;5.42;1.4995;NA;2643;4443;NA
centre;5184;5.42;0.8352;3439;1487;3879;NA
chip;5185;5.42;1.0515;2760;NA;4526;4683
com;5186;5.42;1.0708;800;2393;NA;3133
comprehensive;5187;5.42;1.3864;NA;3138;4787;NA
compromise;5188;5.42;1.8193;NA;4363;3066;3149
conductor;5189;5.42;1.3566;NA;NA;3970;NA
course;5190;5.42;1.3716;661;238;666;1469
crow;5191;5.42;1.6793;NA;NA;NA;4976
dennis;5192;5.42;0.9495;NA;NA;2177;NA
derived;5193;5.42;1.2137;NA;1592;NA;NA
duration;5194;5.42;1.2469;NA;3182;NA;NA
enzyme;5195;5.42;1.2631;NA;4521;NA;NA
ever;5196;5.42;1.0120;185;319;619;132
financial;5197;5.42;1.7853;1721;1036;428;NA
floors;5198;5.42;0.8352;NA;NA;4199;4864
frances;5199;5.42;1.1796;NA;NA;2843;NA
gene;5200;5.42;0.9708;NA;3099;2830;NA
going;5201;5.42;1.1622;66;362;162;191
gotten;5202;5.42;1.3864;2165;NA;3867;3568
he;5203;5.42;0.9055;69;17;13;60
himself;5204;5.42;0.9708;1891;186;694;2083
hockey;5205;5.42;1.6793;1573;NA;624;NA
hopkins;5206;5.42;0.8352;NA;NA;4339;NA
initial;5207;5.42;1.0515;NA;1367;1891;NA
inner;5208;5.42;1.0319;3993;1862;4743;2592
instance;5209;5.42;1.1082;NA;917;2962;NA
jeanne;5210;5.42;1.0319;NA;NA;4956;NA
jeremy;5211;5.42;1.1445;NA;NA;4229;NA
jr;5212;5.42;1.3415;2415;2769;402;NA
julia;5213;5.42;1.1082;NA;NA;3073;NA
julie;5214;5.42;1.1796;NA;NA;2642;NA
listenin;5215;5.42;1.5398;4622;NA;NA;NA
livingston;5216;5.42;0.9278;NA;NA;4886;NA
memphis;5217;5.42;1.5661;NA;NA;NA;2838
mentioned;5218;5.42;1.1082;2868;931;3689;NA
